pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.458797573083287	0.666307233692214	0.247301028475549	0.992301255013956	12476	17	PCK2 ALDOA PFKP TPI1 PKM GPI
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.00415410385259631	0.0391178112786153	0.608520739550544	1.99209000613085	123	10	MDH2 PCK2 OGDH ACLY ACO2 SDHC
KEGG_FATTY_ACID_METABOLISM	0.741891891891892	0.861884663503956	-0.224437199930614	-0.773408840216273	35135	16	CPT1B ACSL4 ACSL5
KEGG_STEROID_BIOSYNTHESIS	0.959669560595323	0.976960904029472	-0.179438042521728	-0.528655748916083	43330	10	CEL HSD17B7 FDFT1 EBP MSMO1
KEGG_OXIDATIVE_PHOSPHORYLATION	0.693244718906503	0.842329604692848	-0.182078125848856	-0.835086245533632	36820	43	COX7B COX6B1 UQCRC2 NDUFB9 UQCRB NDUFA1 NDUFA7 ATP6V0E1 ATP6V1F
KEGG_PURINE_METABOLISM	0.430031834282384	0.66566571608095	0.190976594858373	1.02303409335157	9590	40	NT5C2 GMPS HPRT1 PDE6B POLR2L AK4 POLR2E POLE3 POLR2D POLD1 POLR3A GUK1 PKM RRM2 ADCY9 RRM1
KEGG_PYRIMIDINE_METABOLISM	0.115318146111548	0.317828061234265	0.307110190109449	1.37119927377951	2935	23	NT5C2 TXNRD1 POLR2L POLR2E POLE3 POLR2D POLD1 TYMS POLR3A RRM2 RRM1 NME7 UCK2 CAD
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.0426524853483829	0.17850854979138	0.409525595349709	1.60786329477539	1178	16	BCAT1 HMGCS1 HADH ACAA2 ECHS1 ALDH7A1 HMGCS2 DLD HSD17B10 ALDH9A1 PCCA ACAT1 ABAT ACAT2 OXCT2 ALDH2
KEGG_LYSINE_DEGRADATION	0.0307119590507213	0.157747789669614	0.436434756523952	1.67218268960112	857	15	PLOD3 OGDH EHMT1 DOT1L PLOD1
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.217708703746313	0.450416614150359	-0.352938860312705	-1.24136800026927	10407	17	ODC1 SAT1 ARG2 GLS
KEGG_TYROSINE_METABOLISM	0.251912509427863	0.482476501107603	-0.373194395317468	-1.20398555696351	11689	13	HEMK1 TH ALDH1A3
KEGG_TRYPTOPHAN_METABOLISM	0.0768585215749353	0.241250359387991	0.409295352323838	1.48537864844866	2197	13	OGDH TPH1 CYP1B1 OGDHL HADH ECHS1 ALDH7A1 ALDH9A1 ACAT1 DDC MAOA ACAT2 ALDH2
KEGG_GLUTATHIONE_METABOLISM	0.93983482391202	0.973329601994097	-0.170806131109592	-0.56404438221387	43925	14	ODC1
KEGG_N_GLYCAN_BIOSYNTHESIS	0.0216085605799103	0.132343894324327	0.494848159233002	1.74195935162774	625	12	MGAT1 MGAT5 ST6GAL1 MGAT3 B4GALT1 MAN1C1 MGAT2 GANAB TUSC3
KEGG_OTHER_GLYCAN_DEGRADATION	0.747475194897236	0.861884663503956	-0.259701980325374	-0.765127299509386	33749	10	MANBA MAN2C1 ENGASE
KEGG_O_GLYCAN_BIOSYNTHESIS	0.000234505862646566	0.00595583197174933	0.689999986191264	2.25882535694229	6	10	ST3GAL1 GCNT1 GALNT2 GALNT15 GALNT10 ST3GAL2 GALNT18 GALNT12 GALNT7
